"タイトル","公開日","URL","長さ","ptitle","playlistId"
"【FACTFULNESS②】悪い状況と良くなっている傾向は両立できる　〜現状だけを見て叩くのは誰の得策にもならない！","2020-03-26T23:57:27.000Z","https://www.youtube.com/watch?v=3L-JFZraI_I","00:27:57","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【FACTFULNESS③】事実を基に行動すれば人類の未来はもっと前に進める","2020-03-26T23:57:36.000Z","https://www.youtube.com/watch?v=WRq1A_jeLKQ","00:28:13","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【安倍内閣①】現政権の中心人物を知れば政治がもっと面白くなる","2020-01-10T12:39:00.000Z","https://www.youtube.com/watch?v=TCiEjl1Sctg","00:25:55","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【安倍内閣②】日本の実質No.2菅官房長官","2020-01-11T11:47:04.000Z","https://www.youtube.com/watch?v=vsVU1xvMWfM","00:25:36","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【安倍内閣③】政治の歴史を学ぶと次の政権が見えてくる","2020-01-12T07:59:39.000Z","https://www.youtube.com/watch?v=zXTXrv5bdVQ","00:26:30","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【自民党①】派閥争いと嫉妬の人間ドラマ","2020-01-04T10:20:12.000Z","https://www.youtube.com/watch?v=YelrDiTSVoc","00:29:12","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【自民党②】日本を揺るがす大事件が次々勃発","2020-01-05T11:23:30.000Z","https://www.youtube.com/watch?v=xR11ipx2FrM","00:29:53","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【自民党③】そして、世襲議員時代へ","2020-01-06T11:39:30.000Z","https://www.youtube.com/watch?v=LzUY2y4ac04","00:30:54","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【小泉純一郎①】自民党をぶっ壊す！","2020-01-02T09:36:24.000Z","https://www.youtube.com/watch?v=UhzGCrpkhGk","00:25:19","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【小泉純一郎②】聖域なき構造改革の功罪","2020-01-03T11:27:59.000Z","https://www.youtube.com/watch?v=feYL3p-eoCQ","00:25:40","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【田中角栄①】〜昭和の天才政治家の成り上がり物語〜","2019-11-27T11:24:01.000Z","https://www.youtube.com/watch?v=etjDT-phM5s","00:29:26","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【田中角栄②】〜天罰か罠か陰謀か、ロッキード事件の真相〜","2019-11-28T12:18:48.000Z","https://www.youtube.com/watch?v=vyCSczzublM","00:24:59","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【創価学会①】〜政党「公明党」を持つ宗教団体、そのルーツに中田が迫る〜","2019-11-29T12:38:19.000Z","https://www.youtube.com/watch?v=N2nhteFg_cI","00:27:11","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【創価学会②】〜創価学会と公明党の歴史、現在の注目ポイントは？〜","2019-11-30T02:37:58.000Z","https://www.youtube.com/watch?v=cDcjNnMsd40","00:27:53","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【大麻①】〜危険ドラッグや大麻から自分の身を守るための授業〜","2020-03-26T23:48:23.000Z","https://www.youtube.com/watch?v=dw5VMLqRCkU","00:19:33","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【大麻②】〜麻薬から自分の身を守るための授業、日本の大麻合法化はどうなる？〜","2020-03-26T23:48:37.000Z","https://www.youtube.com/watch?v=keIRs8VPv1w","00:22:39","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【アメリカ大統領選挙①】〜仕組みが分かるともっと面白くなる！日本に影響を与えるビッグイベント〜","2020-03-27T10:56:00.000Z","https://www.youtube.com/watch?v=KSP3G4WLcRw","00:30:32","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【アメリカ大統領選挙②】〜盛り上がろう！この動画を観れば選挙観戦が１００倍面白くなる〜","2020-03-27T10:56:07.000Z","https://www.youtube.com/watch?v=c19htKJ1ouU","00:37:36","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【東南アジア①】〜東南アジア現代史とASEAN〜","2020-03-27T10:28:25.000Z","https://www.youtube.com/watch?v=sSBcgLJ9bEI","00:35:02","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【東南アジア②】〜ASEAN誕生の歴史、日本が知るべき東南アジア〜","2020-03-27T10:28:30.000Z","https://www.youtube.com/watch?v=iF8_nug86qY","00:37:57","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【東南アジア③】〜観光大国「シンガポール」の歴史〜","2020-03-27T10:28:35.000Z","https://www.youtube.com/watch?v=Zck4pRVP08A","00:25:02","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【東南アジア④】〜マレーシア＆インドネシアの歴史〜","2020-03-27T10:24:11.000Z","https://www.youtube.com/watch?v=eW62fK62WNc","00:25:01","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【東南アジア⑤】〜タイ＆フィリピンの歴史〜","2020-03-27T10:54:52.000Z","https://www.youtube.com/watch?v=KhrrME8kJzQ","00:33:49","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【東南アジア⑥】〜カンボジア＆ミャンマーの歴史〜","2020-03-27T10:55:00.000Z","https://www.youtube.com/watch?v=ZrrG_Ivf9RY","00:32:41","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【中東と紛争①】〜なぜ国際紛争が絶えないのか？絡み合う諸外国の利害〜","2020-03-27T10:28:16.000Z","https://www.youtube.com/watch?v=0UE74TtQ1bg","00:24:50","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【中東と紛争②】〜終わらない紛争の理由を歴史から読み解く〜","2020-03-27T10:28:21.000Z","https://www.youtube.com/watch?v=oVg6Nokwq5Y","00:37:41","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【ロシアと北方領土①】〜隣の国だけど？謎に包まれた国ロシアとその歴史〜","2020-03-27T10:27:58.000Z","https://www.youtube.com/watch?v=A_sIm1hxMzU","00:38:07","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【ロシアと北方領土②】〜北方領土問題の未来は？日本とロシアの関係はどうなる？〜","2020-03-27T10:28:03.000Z","https://www.youtube.com/watch?v=MqBV0KYkSPo","00:34:54","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【EUとイギリス①】〜ブレグジット、イギリスのEU離脱！日本の未来にも関わる人類の大問題〜","2020-03-27T10:27:41.000Z","https://www.youtube.com/watch?v=Qinyev-oO2E","00:32:17","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【EUとイギリス②】〜イギリス、EU離脱延期法案を可決！人類の歴史は繰り返されるのか！？〜","2020-03-27T10:27:52.000Z","https://www.youtube.com/watch?v=eYS1iPPeTgM","00:33:18","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【香港と中国①】〜中国現代史と香港デモ騒動！歴史を学べば今が分かる〜","2020-03-27T10:27:24.000Z","https://www.youtube.com/watch?v=Qok491jX8LI","00:34:20","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【香港と中国②】〜香港デモはなぜ起きたのか！？歴史を学べば今が分かる〜","2020-03-27T10:27:35.000Z","https://www.youtube.com/watch?v=EDfK6uN20ts","00:33:14","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【韓国＆北朝鮮①】〜朝鮮半島の歴史と反日感情の理由〜","2020-03-27T10:27:12.000Z","https://www.youtube.com/watch?v=Zvdhpje5PPA","00:32:00","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【韓国＆北朝鮮②】〜独裁国家「北朝鮮」その驚きの歴史〜","2020-03-27T10:27:19.000Z","https://www.youtube.com/watch?v=-NTQts5HLJM","00:43:09","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【韓国＆北朝鮮③】〜韓国大統領の悲劇＆朝鮮半島の未来とは？〜","2020-03-27T10:28:43.000Z","https://www.youtube.com/watch?v=pR7W7IIXmps","00:28:47","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【日韓関係①】〜関係悪化の裏には壮大な歴史が絡んでいる〜","2020-03-27T10:27:00.000Z","https://www.youtube.com/watch?v=uFBxDIcXDDg","00:28:03","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【日韓関係②】〜日本と韓国の未来は一体どうなるのか！？〜","2020-03-27T10:27:06.000Z","https://www.youtube.com/watch?v=fTJdsC8dcFU","00:31:33","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【アメリカvs中国①】〜ハイテク冷戦！5G時代の世界を牛耳る国はどっちだ！？〜","2020-03-27T10:56:24.000Z","https://www.youtube.com/watch?v=-mNdkDve9co","00:21:20","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【アメリカvs中国②】〜5G時代のハイテク冷戦を制する国はどっちだ！？〜","2020-03-27T10:56:30.000Z","https://www.youtube.com/watch?v=PyXHta4OEVM","00:20:33","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【年金問題①】〜老後2000万円不足の真意とは？年金の本質を理解すれば老後の不安が解消！〜","2019-10-11T09:10:08.000Z","https://www.youtube.com/watch?v=AmYkYxKnsw8","00:20:59","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【年金問題②】〜人生100年時代に一生お金に困らない方法とは？〜","2019-10-12T10:35:50.000Z","https://www.youtube.com/watch?v=BPNuywa8kBA","00:17:53","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【消費税 増税①】〜なぜ増え続ける？増税の裏に隠された歴史！〜","2019-08-06T09:41:37.000Z","https://www.youtube.com/watch?v=BHt32bB1Dqw","00:24:49","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【消費税 増税②】〜増税は本当に必要なのか！？〜不都合な真実〜","2019-08-07T03:16:18.000Z","https://www.youtube.com/watch?v=JWluc9xSmqU","00:17:11","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【原発問題①】〜人類の課題「原発」その歴史〜","2019-08-04T08:04:19.000Z","https://www.youtube.com/watch?v=GRPM1vstr9E","00:23:03","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【原発問題②】〜国家や大企業の利権が絡む原発の真相〜","2019-08-05T07:00:46.000Z","https://www.youtube.com/watch?v=GFcDZSoKW8U","00:20:37","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【憲法改正①】〜問題の基礎知識を中田がわかりやすく解説！〜","2019-08-02T11:44:35.000Z","https://www.youtube.com/watch?v=LJEotknDVS8","00:27:02","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【憲法改正②】〜第９条の本質に中田が切り込む！〜","2019-08-03T08:46:26.000Z","https://www.youtube.com/watch?v=H-Uy44ukr9k","00:28:02","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【日本の選挙①】〜投票に行かないと損する！？選挙入門編〜","2019-07-31T12:13:19.000Z","https://www.youtube.com/watch?v=E190NJcbcys","00:28:47","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【日本の選挙②】〜国家予算１００兆円の使い道は！？選挙入門編〜","2019-08-01T12:15:59.000Z","https://www.youtube.com/watch?v=xff3kbRGiAc","00:28:47","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【堀江貴文①】フジテレビvsライブドアの真相","2020-03-30T22:38:44.000Z","https://www.youtube.com/watch?v=lJrZ2xNmnI8","00:19:31","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【堀江貴文②】フジテレビvsライブドアの真相","2020-03-30T22:38:51.000Z","https://www.youtube.com/watch?v=hrPKXfYZOuw","00:18:40","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【堀江貴文③】フジテレビvsライブドアの真相","2020-03-30T22:40:00.000Z","https://www.youtube.com/watch?v=37aUa84Xi80","00:19:20","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【バブル崩壊①】〜熱狂と崩壊 誰が日本経済を潰したのか？〜","2020-03-30T23:01:38.000Z","https://www.youtube.com/watch?v=8DJ6yqC_LzE","00:20:17","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【バブル崩壊②】〜ダイエーのイノベーションと受難〜","2020-03-30T23:01:44.000Z","https://www.youtube.com/watch?v=l0LHwNK5PvE","00:19:19","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【バブル崩壊③】〜リクルート事件とバブル崩壊の核心〜","2020-03-30T23:01:51.000Z","https://www.youtube.com/watch?v=9qeJwZoqxOk","00:18:42","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【コロナショック①】ウイルスとは何か？","2020-04-04T05:40:17.000Z","https://www.youtube.com/watch?v=NdZkZPh3wqY","00:23:18","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【コロナショック②】ウイルスにしっかり対応していこう","2020-04-05T09:17:52.000Z","https://www.youtube.com/watch?v=WJAlnRt30s4","00:22:38","政治・社会","PL4fCcsGH1K_hkvdwO_WATvR8muUF-gHuS"
"【スラムダンク①】〜史上最高のバスケットボール漫画〜魂の授業","2020-04-18T10:12:47.000Z","https://www.youtube.com/watch?v=WT8S7C0_XCo","01:08:05","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【スラムダンク②】〜激突！湘北vs山王工業〜","2020-04-19T09:55:20.000Z","https://www.youtube.com/watch?v=UopLyjylSLQ","01:12:18","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【岡本太郎①】今最も必要な勇気が湧く言葉たち「迷ったら危険な道に賭けろ」","2020-04-13T09:46:45.000Z","https://www.youtube.com/watch?v=02tcasG2Gcs","00:24:14","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【岡本太郎②】命を危険にさらすと勇気が湧いてくる","2020-04-14T08:51:16.000Z","https://www.youtube.com/watch?v=AcoLDdnD0c8","00:23:32","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【AKIRA①】〜2020東京五輪延期＆新型コロナ蔓延を予言！？〜","2020-04-09T10:18:02.000Z","https://www.youtube.com/watch?v=LThZSNesTWo","00:46:22","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【AKIRA②】完結〜2020東京五輪延期＆新型コロナ蔓延を予言！？〜","2020-04-10T10:23:07.000Z","https://www.youtube.com/watch?v=U2lQOS8YUg8","00:47:51","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"今読むべき小説【ペスト①】〜ロックダウンされた街〜","2020-04-09T01:25:56.000Z","https://www.youtube.com/watch?v=NvA-5TD2cy4","00:37:35","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"今読むべき小説【ペスト②】〜ロックダウンは恐怖から疲労へ〜","2020-04-09T01:27:57.000Z","https://www.youtube.com/watch?v=gRyTypluS94","00:36:20","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【火の鳥 鳳凰編①】〜中田の人生史上No.1マンガ〜","2020-03-26T23:39:21.000Z","https://www.youtube.com/watch?v=Q6DnJUWBZ-U","00:38:54","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【火の鳥 鳳凰編②】〜生きるとは何か。天才・手塚治虫の最高傑作〜","2020-03-26T23:39:37.000Z","https://www.youtube.com/watch?v=LmaF7LeTOTw","00:43:49","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【罪と罰】ドストエフスキー 〜天才は人を殺しても罪にならないのか〜","2020-03-23T10:58:44.000Z","https://www.youtube.com/watch?v=lsrGZBoPOq0","01:01:44","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語①】ロイヤル・サクセス・パニックラブストーリー","2019-12-18T13:43:46.000Z","https://www.youtube.com/watch?v=YYq2Gyp7c1M","00:24:28","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語②】衝撃の能力バトル＆藤壺アタック","2019-12-19T12:47:45.000Z","https://www.youtube.com/watch?v=lAzLaWOocoU","00:24:40","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語③】超えてはならぬ禁断の恋","2019-12-20T08:25:49.000Z","https://www.youtube.com/watch?v=Nf6DLoZuEbc","00:27:15","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語④】光源氏vs頭中将…感動のカムバック","2019-12-21T11:47:47.000Z","https://www.youtube.com/watch?v=bYX03v8HywE","00:27:59","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語⑤】2部3部編スタート","2019-12-22T12:09:03.000Z","https://www.youtube.com/watch?v=9wP_Qvj8Eck","00:25:17","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語⑥】光源氏の栄光とかげり","2019-12-23T12:01:10.000Z","https://www.youtube.com/watch?v=7lKnaA9TNxY","00:21:02","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語⑦】光源氏の栄光とかげり","2019-12-24T11:49:31.000Z","https://www.youtube.com/watch?v=NNgn6EYDJDo","00:20:41","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【源氏物語⑧】世界最古の切ない恋物語、ついに最終回","2019-12-25T09:25:18.000Z","https://www.youtube.com/watch?v=GFfSn4fCook","00:23:38","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【江戸川乱歩①】「屋根裏の散歩者」事件編","2020-02-27T09:24:10.000Z","https://www.youtube.com/watch?v=E9tlwHv8opo","00:26:57","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【江戸川乱歩②】「屋根裏の散歩者」解決編","2020-02-28T06:22:49.000Z","https://www.youtube.com/watch?v=LmXhrRkPZmE","00:21:56","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【江戸川乱歩③】「D坂の殺人事件」〜容疑者 明智小五郎と哀しき変態たち〜","2020-02-29T07:59:57.000Z","https://www.youtube.com/watch?v=V_-TpVQUxKo","00:26:27","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
"【ゴッホ①】〜絵画の革命「印象派」の歴史と不遇の天才画家ゴッホ〜【偉人伝】","2020-03-30T22:06:31.000Z","https://www.youtube.com/watch?v=GOjyQ2muPPU","00:31:53","文学・芸術","PL4fCcsGH1K_jZMyNHdAYmppHpj0tNJEIe"
