"URL","対象","言語","タイトル","科目","長さ"
"https://www.youtube.com/watch?v=bnB1QTs-oXU","中学1年","日本語版","数と式 方程式 方程式のたてかた","数学","00:02:32"
"https://www.youtube.com/watch?v=csvhPFTZCP4","中学1年","日本語版","数と式 等式の性質 名前の確認と両辺の入れ替え","数学","00:02:31"
"https://www.youtube.com/watch?v=tJbdqMogl0c","中学1年","日本語版","数と式 等式の性質 等式変形足し算と引き算","数学","00:02:29"
"https://www.youtube.com/watch?v=-IC0HJSQvQ0","中学1年","日本語版","数と式 等式の性質 等式変形 かけ算とわり算","数学","00:03:00"
"https://www.youtube.com/watch?v=hGvGqrfOSL0","中学1年","日本語版","図形 立体と空間図形 空間内の平面と直線②","数学","00:04:08"
"https://www.youtube.com/watch?v=iHRcMX9aCRs","中学1年","日本語版","図形 立体と空間図形 ねじれの位置関係","数学","00:04:42"
"https://www.youtube.com/watch?v=QFI3UyB-lA8","中学1年","日本語版","図形 円とおうぎ形の計量 おうぎ形の面積","数学","00:03:06"
"https://www.youtube.com/watch?v=WtaNO8-MDs0","中学1年","日本語版","図形 対称移動について①","数学","00:02:30"
"https://www.youtube.com/watch?v=FR4QwxWRw4E","中学1年","日本語版","図形 立体と空間図形 空間内の平面と直線③","数学","00:03:17"
"https://www.youtube.com/watch?v=TOZWhOy4ENU","中学1年","日本語版","図形 対称移動について②","数学","00:03:11"
"https://www.youtube.com/watch?v=Eao80i4wbL4","中学1年","日本語版","図形 円の接線 二直線に接する円の描き方","数学","00:02:35"
"https://www.youtube.com/watch?v=zKugR0OHuZU","中学1年","日本語版","図形 基本の作図 垂直二等分線②","数学","00:02:10"
"https://www.youtube.com/watch?v=CQEjUjMo-dM","中学1年","日本語版","図形 平行移動 平行移動とは","数学","00:03:27"
"https://www.youtube.com/watch?v=TNLh7f-Z3vM","中学1年","日本語版","図形 角の二等分線の作図","数学","00:02:19"
"https://www.youtube.com/watch?v=D58aB2RNvsI","中学1年","日本語版","図形 垂直二等分線の性質","数学","00:03:04"
"https://www.youtube.com/watch?v=JtQcvQcRUKU","中学1年","日本語版","図形 円と直線の関係をまとめよう","数学","00:02:32"
"https://www.youtube.com/watch?v=xEdAGhoWZ24","中学1年","日本語版","図形 平行移動","数学","00:02:38"
"https://www.youtube.com/watch?v=bUahEue_twA","中学1年","日本語版","関数 比例のグラフのかき方 正の数","数学","00:04:17"
"https://www.youtube.com/watch?v=_ocdGSDJeEM","中学1年","日本語版","関数 反比例 反比例の式","数学","00:04:23"
"https://www.youtube.com/watch?v=eNNXYD0dXiA","中学1年","日本語版","関数 比例のグラフのかき方 分数","数学","00:03:58"
"https://www.youtube.com/watch?v=KrURV8p48ME","中学1年","日本語版","関数 反比例を式で表そう","数学","00:02:53"
"https://www.youtube.com/watch?v=TMZyEHNaRaw","中学1年","日本語版","関数 比例のグラフのかき方 負の数","数学","00:04:06"
"https://www.youtube.com/watch?v=jdawyxUASVg","中学1年","日本語版","関数 比例の式の求め方 比例のグラフからｘとｙを求める","数学","00:03:09"
"https://www.youtube.com/watch?v=6KgCE3RnxIs","中学1年","日本語版","関数 座標","数学","00:03:32"
"https://www.youtube.com/watch?v=fGcGae3rctc","中学1年","日本語版","データの活用 資料の散らばり 代表値、範囲と棒グラフ","数学","00:03:59"
"https://www.youtube.com/watch?v=QcpxlUYH9xE","中学1年","日本語版","データの活用 資料の活用 代表値 最頻値","数学","00:02:46"
"https://www.youtube.com/watch?v=ek1WOW-LZlE","中学1年","日本語版","データの活用 中央値","数学","00:02:33"
"https://www.youtube.com/watch?v=39B_ARALY7k","中学1年","日本語版","データの活用 ヒストグラム 資料の整理や最大値や度数について","数学","00:02:47"
"https://www.youtube.com/watch?v=Gh6uUupqxNo","中学1年","日本語版","データの活用 ヒストグラム 度数分布表とヒストグラムについて","数学","00:03:00"
"https://www.youtube.com/watch?v=_H-J8UQAJag","中学2年","日本語版","数と式 連立方程式を解く 代入法","数学","00:03:35"
"https://www.youtube.com/watch?v=nl3sMui5_-k","中学2年","日本語版","数と式 文字を用いた式","数学","00:01:34"
"https://www.youtube.com/watch?v=-IP_VDCqK8g","中学2年","日本語版","数と式 連立方程式の解き方","数学","00:02:37"
"https://www.youtube.com/watch?v=6cO6WBs0-1o","中学2年","日本語版","数と式 連立方程式 代入法","数学","00:02:00"
"https://www.youtube.com/watch?v=Y2L1gqWT6Ag","中学2年","日本語版","数と式 単項式の乗除 乗除の混じった計算","数学","00:02:12"
"https://www.youtube.com/watch?v=7O-MZHJcJl4","中学2年","日本語版","数と式 整式の加減 足し算と引き算","数学","00:01:57"
"https://www.youtube.com/watch?v=KLycsruwG8k","中学2年","日本語版","数と式 文字を用いた式 数の性質調べ方","数学","00:03:55"
"https://www.youtube.com/watch?v=uFisaxBriYI","中学2年","日本語版","数と式 単項式の乗除 乗法","数学","00:04:09"
"https://www.youtube.com/watch?v=4xI6-fn1Xos","中学2年","日本語版","数と式 目的に応じた式変形","数学","00:02:42"
"https://www.youtube.com/watch?v=hc35rlFL5Qw","中学2年","日本語版","数と式 二元一次方程式 解の求め方","数学","00:01:55"
"https://www.youtube.com/watch?v=8xTgq8MMj9A","中学2年","日本語版","数と式 等式変形 解き方","数学","00:02:16"
"https://www.youtube.com/watch?v=IS_UcX9yFCo","中学2年","日本語版","数と式 連立方程式 立式","数学","00:03:44"
"https://www.youtube.com/watch?v=uXaRwpkwr2s","中学2年","日本語版","数と式 2元1次方程式","数学","00:01:51"
"https://www.youtube.com/watch?v=i-pNdsZ0mAA","中学2年","日本語版","数と式 多項式の加減 同類項","数学","00:02:27"
"https://www.youtube.com/watch?v=81URDuklo6o","中学2年","日本語版","図形 平面図形の合同","数学","00:03:58"
"https://www.youtube.com/watch?v=SRocuiuNhSU","中学2年","日本語版","図形 三角形の角の性質","数学","00:02:30"
"https://www.youtube.com/watch?v=wgW4aPqGhrc","中学2年","日本語版","図形 三角形の合同条件","数学","00:03:48"
"https://www.youtube.com/watch?v=fhO0MS_AXbc","中学2年","日本語版","図形 二等辺三角形について","数学","00:02:10"
"https://www.youtube.com/watch?v=j5Cocn84gQA","中学2年","日本語版","図形 証明","数学","00:01:48"
"https://www.youtube.com/watch?v=x_iV16ZShfM","中学2年","日本語版","図形 証明の書き方","数学","00:02:21"
"https://www.youtube.com/watch?v=CNA3QJb6H-0","中学2年","日本語版","図形 三角形の合同条件 三辺相等","数学","00:03:19"
"https://www.youtube.com/watch?v=Yz17nJjCB2M","中学2年","日本語版","図形 図形の性質 多角形の外角の和","数学","00:03:59"
"https://www.youtube.com/watch?v=tiLSYnNWD_o","中学2年","日本語版","図形 三角形の性質 直角三角形の合同条件","数学","00:02:13"
"https://www.youtube.com/watch?v=Yttmqnn1mSc","中学2年","日本語版","図形 図形の性質 正三角形の定義と性質","数学","00:02:52"
"https://www.youtube.com/watch?v=BOdPrpmCm0Y","中学2年","日本語版","図形 図形の性質 多角形の内角の和","数学","00:03:02"
"https://www.youtube.com/watch?v=zDlVxFUHalc","中学2年","日本語版","図形 平行線と角の性質","数学","00:03:52"
"https://www.youtube.com/watch?v=ALZssI0dh_Q","中学2年","日本語版","図形 三角形の合同条件 一辺両端角相等","数学","00:02:58"
"https://www.youtube.com/watch?v=X2wppMUrNgo","中学2年","日本語版","図形 平面図形の合同2","数学","00:01:45"
"https://www.youtube.com/watch?v=2sh9pusjmHM","中学2年",,"図形 平行四辺形になるための条件","数学","00:03:39"
"https://www.youtube.com/watch?v=RjMuHoHQy-4","中学2年","日本語版","図形 平行線の性質","数学","00:02:10"
"https://www.youtube.com/watch?v=HFcGQBTJOhU","中学2年","日本語版","図形 平行四辺形の性質の証明3 対角線","数学","00:01:29"
"https://www.youtube.com/watch?v=xfI3tgRXlao","中学2年","日本語版","図形 平行四辺形の性質","数学","00:01:19"
"https://www.youtube.com/watch?v=Vp_JJY32Rb0","中学2年","日本語版","図形 平行四辺形の性質の証明2 対角","数学","00:02:02"
"https://www.youtube.com/watch?v=o-Qa4PhtPXw","中学2年","日本語版","図形 平行四辺形の性質の証明1 対辺","数学","00:01:47"
"https://www.youtube.com/watch?v=fkY9FE3VnvE","中学2年","日本語版","関数 事象と一次関数","数学","00:04:14"
"https://www.youtube.com/watch?v=Zt9vzlcvod8","中学2年","日本語版","関数 一次関数のグラフのかき方","数学","00:03:15"
"https://www.youtube.com/watch?v=z9CSYcGrc7w","中学2年","日本語版","関数 事象と一次関数 2","数学","00:03:59"
"https://www.youtube.com/watch?v=OWt580nNvoM","中学2年","日本語版","関数 事象と一次関数 求め方","数学","00:03:03"
"https://www.youtube.com/watch?v=OLXTCv6jgVE","中学2年","日本語版","関数 一次関数の式の求め方","数学","00:04:05"
"https://www.youtube.com/watch?v=OGbmOXQvOSA","中学2年","日本語版","関数 二元一次方程式と関数","数学","00:03:05"
"https://www.youtube.com/watch?v=ofYShB-aFGs","中学2年","日本語版","関数 一次関数の利用","数学","00:02:54"
"https://www.youtube.com/watch?v=I8quZFU4V0M","中学2年","日本語版","データの活用 確率 同時に2個の玉を取り出すとき","数学","00:07:38"
"https://www.youtube.com/watch?v=ts3FaIx82Rw","中学2年","日本語版","データの活用 箱ひげ図 読み取り方や分かる情報","数学","00:02:44"
"https://www.youtube.com/watch?v=Zo3uXD2qTI8","中学2年","日本語版","データの活用 箱ひげ図 作り方","数学","00:04:43"
"https://www.youtube.com/watch?v=GC4msYuAB0w","中学2年","日本語版","データの活用 ことがらの起こりやすさ・確率","数学","00:01:58"
"https://www.youtube.com/watch?v=UfNo0ZI-yUU","中学2年","日本語版","データの活用 箱ひげ図 データの分布と箱ひげ図","数学","00:04:16"
"https://www.youtube.com/watch?v=GF3BcoBj15A","中学2年","日本語版","データの活用 確率 3枚の硬貨","数学","00:03:48"
"https://www.youtube.com/watch?v=xOYJXZS_BPU","中学3年","日本語版","数と式 因数分解 x2+a+bx+ab","数学","00:01:30"
"https://www.youtube.com/watch?v=15J_CTDF0lA","中学3年","日本語版","数と式 因数分解 共通因数でくくる","数学","00:01:35"
"https://www.youtube.com/watch?v=3k_5VAW_Mzo","中学3年","日本語版","数と式 因数分解 共通因数でくくる 応用","数学",
"https://www.youtube.com/watch?v=yBDlk16cH18","中学3年","日本語版","数と式 因数分解 乗法公式の利用","数学","00:01:59"
"https://www.youtube.com/watch?v=g1U5k6sz-BM","中学3年","日本語版","数と式 多項式 乗法公式","数学","00:03:27"
"https://www.youtube.com/watch?v=2fWjtVDtHH8","中学3年","日本語版","数と式 多項式の乗法 置き換え","数学","00:02:39"
"https://www.youtube.com/watch?v=QCB3y15f9eY","中学3年","日本語版","数と式 多項式と単項式の乗法","数学","00:02:01"
"https://www.youtube.com/watch?v=KNvCx5eYsvc","中学3年","日本語版","数と式 多項式と単項式の除法","数学","00:03:01"
"https://www.youtube.com/watch?v=z6e51xIncZw","中学3年","日本語版","数と式 単項式と多項式の除法","数学","00:02:19"
"https://www.youtube.com/watch?v=4Dq5zd99ttk","中学3年","日本語版","数と式 式の展開 乗法公式を用いて","数学","00:02:16"
"https://www.youtube.com/watch?v=7aU8AtjCCf4","中学3年","日本語版","数と式 式の展開 応用編","数学","00:02:03"
"https://www.youtube.com/watch?v=Ydch2A-MCmU","中学3年","日本語版","数と式 式の展開 分配法則を用いて","数学","00:02:12"
"https://www.youtube.com/watch?v=ZLjw2Fsi-sE","中学3年","日本語版","数と式 二次方程式とは","数学","00:02:09"
"https://www.youtube.com/watch?v=InQqM9CJAU8","中学3年","日本語版","数と式 二次方程式の必要性","数学","00:02:38"
"https://www.youtube.com/watch?v=6oKQUlRkS3E","中学3年","日本語版","数と式 二次方程式の必要性と意味及びその解の意味 二次方程式とは","数学","00:02:14"
"https://www.youtube.com/watch?v=CyDMfQ4jdxQ","中学3年","日本語版","数と式 二次方程式の必要性と意味及びその解の意味 解とは","数学","00:03:18"
"https://www.youtube.com/watch?v=ErqnVH5Ba4g","中学3年","日本語版","数と式 二次方程式の解き方 解の公式","数学","00:02:23"
"https://www.youtube.com/watch?v=OaiCp3R3zH8","中学3年","日本語版","数と式 二次方程式と因数分解 基本編","数学","00:02:29"
"https://www.youtube.com/watch?v=mV8Xh0wRpwo","中学3年","日本語版","数と式 二次方程式と因数分解 応用編","数学","00:02:15"
"https://www.youtube.com/watch?v=QmbOt9KTYo4","中学3年","日本語版","数と式 二次方程式 二次方程式の解き方","数学","00:01:42"
"https://www.youtube.com/watch?v=jV-I6C0MWzI","中学3年","日本語版","数と式 二次方程式 二次方程式の作り方","数学","00:01:45"
"https://www.youtube.com/watch?v=oQTqenXX5RM","中学3年","日本語版","数と式 二次方程式を解くこと 平方根の考えを使った解き方","数学","00:01:55"
"https://www.youtube.com/watch?v=l2Y3x7GwiNM","中学3年","日本語版","数と式 平方根 √を含む式の除法","数学","00:02:51"
"https://www.youtube.com/watch?v=A1Zvej4PWyM","中学3年","日本語版","数と式 平方根 √を含む式の和と差","数学","00:03:04"
"https://www.youtube.com/watch?v=hY2ER6hbJ9Q","中学3年","日本語版","図形 平行線と線分 平行線と線分の比","数学","00:02:02"
"https://www.youtube.com/watch?v=jvcgW8cEOB8","中学3年","日本語版","図形 平行線と線分 平行線と線分の比 応用","数学","00:02:23"
"https://www.youtube.com/watch?v=WCCgWKid55w","中学3年","日本語版","図形 平行線と線分 平行線と線分の比 相似比等","数学","00:02:18"
"https://www.youtube.com/watch?v=R6IQBU4HGx0","中学3年","日本語版","図形 平行線と比 中点連結定理","数学","00:02:32"
"https://www.youtube.com/watch?v=S1p8ysV8MxE","中学3年","日本語版","図形 平行線と比 三角形と比","数学","00:02:36"
"https://www.youtube.com/watch?v=6pVCK-FO2L0","中学3年","日本語版","図形 三角形の相似条件 二辺比夾角相等","数学","00:03:16"
"https://www.youtube.com/watch?v=YTgon6HvfoA","中学3年","日本語版","図形 三角形の相似条件 二角相等","数学","00:02:41"
"https://www.youtube.com/watch?v=3ojk05BuOdE","中学3年","日本語版","図形 三角形の相似条件 三辺比相等","数学","00:03:08"
"https://www.youtube.com/watch?v=DKlIB7gzxAY","中学3年","日本語版","図形 三角形の相似 三角錐の体積比","数学","00:03:38"
"https://www.youtube.com/watch?v=c7fJNuturHY","中学3年","日本語版","図形 三角形の相似 四角錐の体積比","数学","00:03:44"
"https://www.youtube.com/watch?v=HUy1J_JSAQQ","中学3年","日本語版","図形 三角形の相似 円錐の体積比","数学","00:03:42"
"https://www.youtube.com/watch?v=BszcWXUOwH4","中学3年","日本語版","図形 三角形の性質 相似比","数学","00:05:43"
"https://www.youtube.com/watch?v=ZbNxnbRQFKE","中学3年","日本語版","図形 三角形の性質 相似比の計算","数学","00:03:36"
"https://www.youtube.com/watch?v=YEqC9vfRWJA","中学3年","日本語版","図形 平面図形の相似","数学","00:03:39"
"https://www.youtube.com/watch?v=IO0TXqGi9q8","中学3年","日本語版","図形 相似な図形 面積比","数学","00:03:01"
"https://www.youtube.com/watch?v=SLos4kEr2B8","中学3年","日本語版","図形 三平方の定理 三平方の定理の使い方","数学","00:02:31"
"https://www.youtube.com/watch?v=dw7x6lryD7Q","中学3年","日本語版","図形 三平方の定理 三角形の高さ","数学","00:03:12"
"https://www.youtube.com/watch?v=JOLavR62Les","中学3年","日本語版","図形 三平方の定理 円錐の体積","数学","00:02:52"
"https://www.youtube.com/watch?v=4Unjlyxdykc","中学3年","日本語版","図形 三平方の定理 三平方の定理の逆","数学","00:02:55"
"https://www.youtube.com/watch?v=PJSdqo5SJQ8","中学3年","日本語版","図形 三平方の定理 よく出る三角形","数学","00:02:02"
"https://www.youtube.com/watch?v=YcI3eU3nDFc","中学3年","日本語版","図形 円周角・中心角 等しい弧と円周角","数学","00:02:13"
"https://www.youtube.com/watch?v=bJo7_hxlrz8","中学3年","日本語版","図形 円周角と中心角 円周角の定義・定理","数学","00:05:00"
"https://www.youtube.com/watch?v=fge9A_r82w4","中学3年","日本語版","図形 円周角と中心角 円周角の定理 証明","数学","00:07:01"
"https://www.youtube.com/watch?v=9je0tS6MwxA","中学3年","日本語版","関数 事象と関数","数学","00:03:28"
"https://www.youtube.com/watch?v=yCIW_oHjp5k","中学3年","日本語版","関数 いろいろな事象と関数 グラフから式を立てる 一次関数","数学","00:02:48"
"https://www.youtube.com/watch?v=iRjZm8I_xtg","中学3年","日本語版","関数 いろいろな事象と関数 グラフから式を立てる 二次関数","数学","00:02:46"
"https://www.youtube.com/watch?v=XS6yR6ifNO4","中学3年","日本語版","関数 いろいろな事象と関数 式からグラフ","数学","00:02:43"
"https://www.youtube.com/watch?v=Andtpa0PRoQ","中学3年","日本語版","関数 いろいろな事象と関数 交点の座標を求める","数学","00:02:48"
"https://www.youtube.com/watch?v=6Ni8iUrYzzE","中学3年","日本語版","関数 y=x^2のグラフ","数学","00:02:44"
"https://www.youtube.com/watch?v=RlVI8dPUJNY","中学3年","日本語版","関数 事象と関数 y＝ax^2","数学","00:03:44"
"https://www.youtube.com/watch?v=mktlttHu1Fg","中学3年","日本語版","関数 y=x^2のグラフの特徴","数学","00:03:16"
"https://www.youtube.com/watch?v=IttvA0c_-Tg","中学3年","日本語版","データの活用 標本調査 乱数さい","数学","00:02:29"
"https://www.youtube.com/watch?v=YWOXZyBBt3s","中学3年","日本語版","データの活用 標本調査 乱数表","数学","00:04:40"
"https://www.youtube.com/watch?v=MyI8gerdZgI","中学3年","日本語版","データの活用 標本調査 母集団と標本","数学","00:05:04"
"https://www.youtube.com/watch?v=7K4haVDQOfE","中学3年","日本語版","データの活用 標本調査 標本平均と母集団の平均","数学","00:01:42"
"https://www.youtube.com/watch?v=Sha4ahS1skM","中学3年","日本語版","データの活用 標本調査 標本の大きさと標本平均","数学","00:02:23"
"https://www.youtube.com/watch?v=8pStQalUSB0","中学1年","韓国語版","数と式 1次式の加法、減法","数学","00:02:30"
"https://www.youtube.com/watch?v=n7-6Uf-R7Ho","中学1年","韓国語版","数と式 1次式の加減","数学","00:04:02"
"https://www.youtube.com/watch?v=1BbeEkazXpA","中学1年","韓国語版","数と式 移項","数学","00:02:09"
"https://www.youtube.com/watch?v=i_V2cnLwYr4","中学1年","韓国語版","数と式 正負の数 乗法の計算","数学","00:01:39"
"https://www.youtube.com/watch?v=RqLI2B7EzM8","中学1年","韓国語版","数と式 不等式の性質 不等式と足し算","数学","00:02:10"
"https://www.youtube.com/watch?v=chJnxYq1MrM","中学1年","韓国語版","数と式 文字の計算 加減 文字と数が混じった計算","数学","00:01:50"
"https://www.youtube.com/watch?v=xLGz7urY-lc","中学1年","韓国語版","数と式 正の数・負の数の計算 負の数をひくこと","数学","00:01:29"
"https://www.youtube.com/watch?v=Ede4sMEPwls","中学1年","韓国語版","数と式 方程式 移項して方程式を解く","数学","00:02:25"
"https://www.youtube.com/watch?v=1-7ugg2f8VE","中学1年","韓国語版","数と式 正の数・負の数 数の大小","数学","00:02:00"
"https://www.youtube.com/watch?v=FW0eUkxsbDs","中学1年","韓国語版","数と式 文字「x」って何？？","数学","00:01:39"
"https://www.youtube.com/watch?v=_d-HPLkS-rk","中学1年","韓国語版","数と式 等式の性質 等しい関係を表す式","数学","00:02:28"
"https://www.youtube.com/watch?v=Dm3mn9OCWhQ","中学1年","韓国語版","数と式 正負の計算 正負の混じった足し算・引き算","数学","00:01:31"
"https://www.youtube.com/watch?v=8zyuif_8jnU","中学1年","韓国語版","数と式 文字とは","数学","00:01:20"
"https://www.youtube.com/watch?v=Q-1HxpWA6y8","中学1年","韓国語版","数と式 正の数・負の数 0より小さい数","数学","00:01:51"
"https://www.youtube.com/watch?v=KPLFgkDTIag","中学1年","韓国語版","数と式 正負の計算 分数の混じったわり算","数学","00:01:46"
"https://www.youtube.com/watch?v=UE4_lY8HzNI","中学1年","韓国語版","数と式 正負の数の足し算 正の数＋正の数 負の数+負の数","数学","00:02:14"
"https://www.youtube.com/watch?v=FSl3U7WZnyY","中学1年","韓国語版","数と式 代入と式の値","数学","00:01:37"
"https://www.youtube.com/watch?v=CHSbm20fcLQ","中学1年","韓国語版","数と式 四則の混じった計算","数学","00:01:45"
"https://www.youtube.com/watch?v=mfElJ1ib1as","中学1年","韓国語版","数と式 方程式 方程式のたてかた","数学","00:01:49"
"https://www.youtube.com/watch?v=FCB5DEBg95Q","中学1年","韓国語版","数と式 等式の性質 名前の確認と両辺の入れ替え","数学","00:01:47"
"https://www.youtube.com/watch?v=78TLB5W8PLA","中学1年","韓国語版","数と式 等式の性質 等式変形足し算と引き算","数学","00:01:48"
"https://www.youtube.com/watch?v=yV0o47CqlRI","中学1年","韓国語版","数と式 等式の性質 等式変形 かけ算とわり算","数学","00:01:39"
"https://www.youtube.com/watch?v=6YulWJwckxA","中学1年","韓国語版","図形 立体と空間図形 空間内の平面と直線②","数学","00:02:08"
"https://www.youtube.com/watch?v=lgbzyJbxsg8","中学1年","韓国語版","図形 立体と空間図形 ねじれの位置関係","数学","00:02:21"
"https://www.youtube.com/watch?v=uHZ_G4Y5wkw","中学1年","韓国語版","図形 円とおうぎ形の計量 おうぎ形の面積","数学","00:02:30"
"https://www.youtube.com/watch?v=Cqf2rWAAqxU","中学1年","韓国語版","図形 対称移動について①","数学","00:01:30"
"https://www.youtube.com/watch?v=8JBlAgeT3Ns","中学1年","韓国語版","図形 立体と空間図形 空間内の平面と直線③","数学","00:01:31"
"https://www.youtube.com/watch?v=7zzdqPcZnRA","中学1年","韓国語版","図形 対称移動について②","数学","00:02:03"
"https://www.youtube.com/watch?v=3pKQ_SToeOA","中学1年","韓国語版","図形 円の接線 二直線に接する円の描き方","数学","00:02:40"
"https://www.youtube.com/watch?v=Ak2Kf5-LJZc","中学1年","韓国語版","図形 基本の作図 垂直二等分線②","数学","00:01:56"
"https://www.youtube.com/watch?v=7qWlrL8LueM","中学1年","韓国語版","図形 平行移動 平行移動とは","数学","00:02:16"
"https://www.youtube.com/watch?v=OilkwaGTMEc","中学1年","韓国語版","図形 角の二等分線の作図","数学","00:01:43"
"https://www.youtube.com/watch?v=aiw-0BcLALU","中学1年","韓国語版","図形 垂直二等分線の性質","数学","00:02:20"
"https://www.youtube.com/watch?v=fH62ZkNXn7w","中学1年","韓国語版","図形 円と直線の関係をまとめよう","数学","00:02:00"
"https://www.youtube.com/watch?v=Sn9OxL1wx5E","中学1年","韓国語版","図形 平行移動","数学","00:02:20"
"https://www.youtube.com/watch?v=Yn4a_SCrLb0","中学1年","韓国語版","関数 比例のグラフのかき方 正の数","数学","00:03:01"
"https://www.youtube.com/watch?v=kX2ed9Fjv2Q","中学1年","韓国語版","関数 反比例 反比例の式","数学","00:03:18"
"https://www.youtube.com/watch?v=IBOn0CPGj54","中学1年","韓国語版","関数 比例のグラフのかき方 分数","数学","00:02:56"
"https://www.youtube.com/watch?v=EDyiHqG_9rI","中学1年","韓国語版","関数 反比例を式で表そう","数学","00:01:50"
"https://www.youtube.com/watch?v=q-r4RL4A_Uo","中学1年","韓国語版","関数 比例のグラフのかき方 負の数","数学","00:02:59"
"https://www.youtube.com/watch?v=AY4hQIwnwd4","中学1年","韓国語版","関数 比例の式の求め方 比例のグラフからｘとｙを求める","数学","00:02:26"
"https://www.youtube.com/watch?v=x6bCoNObiOw","中学1年","韓国語版","関数 座標","数学","00:02:22"
"https://www.youtube.com/watch?v=MmTp75Im4_8","中学1年","韓国語版","データの活用 資料の散らばり 代表値、範囲と棒グラフ","数学","00:03:47"
"https://www.youtube.com/watch?v=Q0Fke2sFrK4","中学1年","韓国語版","データの活用 資料の活用 代表値 最頻値","数学","00:02:23"
"https://www.youtube.com/watch?v=fWy3EQTMAvs","中学1年","韓国語版","データの活用 中央値","数学","00:02:08"
"https://www.youtube.com/watch?v=uR4C6V64QlQ","中学1年","韓国語版","データの活用 ヒストグラム 資料の整理や最大値や度数について","数学","00:02:07"
"https://www.youtube.com/watch?v=xGg26yS_fSo","中学1年","韓国語版","データの活用 ヒストグラム 度数分布表とヒストグラムについて","数学","00:02:18"
"https://www.youtube.com/watch?v=yqR2ArPPSq4","中学2年","韓国語版","数と式 連立方程式を解く 代入法","数学","00:02:03"
"https://www.youtube.com/watch?v=aamIEP7EfCU","中学2年","韓国語版","数と式 文字を用いた式","数学","00:01:12"
"https://www.youtube.com/watch?v=OC9WXTDu8Cs","中学2年","韓国語版","数と式 連立方程式の解き方","数学","00:02:08"
"https://www.youtube.com/watch?v=VO1er-dM-CM","中学2年","韓国語版","数と式 連立方程式 代入法","数学","00:01:21"
"https://www.youtube.com/watch?v=zHJvLYbyrmU","中学2年","韓国語版","数と式 単項式の乗除 乗除の混じった計算","数学","00:01:31"
"https://www.youtube.com/watch?v=DGusm8yI0DQ","中学2年","韓国語版","数と式 整式の加減 足し算と引き算","数学","00:01:23"
"https://www.youtube.com/watch?v=OrBZk3td_MQ","中学2年","韓国語版","数と式 文字を用いた式 数の性質調べ方","数学","00:02:39"
"https://www.youtube.com/watch?v=pf7oE5_Bo_s","中学2年","韓国語版","数と式 単項式の乗除 乗法","数学","00:02:57"
"https://www.youtube.com/watch?v=-F9HslniOlQ","中学2年","韓国語版","数と式 目的に応じた式変形","数学","00:01:39"
"https://www.youtube.com/watch?v=0GGnfkAZCp4","中学2年","韓国語版","数と式 二元一次方程式 解の求め方","数学","00:01:43"
"https://www.youtube.com/watch?v=k8DAvTvdvUg","中学2年","韓国語版","数と式 等式変形 解き方","数学","00:01:56"
"https://www.youtube.com/watch?v=b2H2Y35JwQA","中学2年","韓国語版","数と式 連立方程式 立式","数学","00:01:48"
"https://www.youtube.com/watch?v=v1Bkvzwt-j4","中学2年","韓国語版","数と式 2元1次方程式","数学","00:01:19"
"https://www.youtube.com/watch?v=LWz8Wfpedt0","中学2年","韓国語版","数と式 多項式の加減 同類項","数学","00:01:53"
"https://www.youtube.com/watch?v=hgPL7-ysRqM","中学2年","韓国語版","図形 平面図形の合同","数学","00:01:06"
"https://www.youtube.com/watch?v=qJVtQUDaXGQ","中学2年","韓国語版","図形 三角形の角の性質","数学","00:02:03"
"https://www.youtube.com/watch?v=WMy3EP6IXXI","中学2年","韓国語版","図形 三角形の合同条件","数学","00:02:43"
"https://www.youtube.com/watch?v=zXdfzvE7klU","中学2年","韓国語版","図形 二等辺三角形について","数学","00:01:53"
"https://www.youtube.com/watch?v=YI6BYwXRty0","中学2年","韓国語版","図形 証明","数学","00:01:57"
"https://www.youtube.com/watch?v=8PHjvRq8ic8","中学2年","韓国語版","図形 証明の書き方","数学","00:01:55"
"https://www.youtube.com/watch?v=TPry8lqANWM","中学2年","韓国語版","図形 三角形の合同条件 三辺相等","数学","00:01:59"
"https://www.youtube.com/watch?v=tFI-LtQNwxo","中学2年","韓国語版","図形 図形の性質 多角形の外角の和","数学","00:02:19"
"https://www.youtube.com/watch?v=EcSmeEcOeUU","中学2年","韓国語版","図形 三角形の性質 直角三角形の合同条件","数学","00:01:44"
"https://www.youtube.com/watch?v=JlfufFJ-_UQ","中学2年","韓国語版","図形 図形の性質 正三角形の定義と性質","数学","00:02:19"
"https://www.youtube.com/watch?v=QzMe_XSPoT4","中学2年","韓国語版","図形 図形の性質 多角形の内角の和","数学","00:01:55"
"https://www.youtube.com/watch?v=khJ6AxSx-uA","中学2年","韓国語版","図形 平行線と角の性質","数学","00:01:41"
"https://www.youtube.com/watch?v=iG4GQq6brk0","中学2年","韓国語版","図形 三角形の合同条件 一辺両端角相等","数学","00:01:57"
"https://www.youtube.com/watch?v=eDCf0blFyF8","中学2年","韓国語版","図形 平面図形の合同2","数学","00:01:03"
"https://www.youtube.com/watch?v=XqnrlZ3hRDY","中学2年",,"図形 平行四辺形になるための条件","数学","00:02:15"
"https://www.youtube.com/watch?v=duTqoXm6jpY","中学2年","韓国語版","図形 平行線の性質","数学","00:01:25"
