"教材ID","教材シリーズ名","教材種別","対象","科目","提供","提供URL","URL","No","タイトル","公開日","長さ","機材","キーボード","月","単元名","ページ","サイト名","内容","注意事項など","言語","講師","教科"
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=DhCEe7WM8ps",,"数と計算 2桁÷2桁あまりあり除法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=-mhDUCVlKQQ",,"数と計算 2桁÷2桁あまりなし除法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=4-CWhfTbPMk",,"数と計算 3桁÷1桁あまりあり除法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=yVCM-a4ZTYg",,"数と計算 3桁÷1桁あまりなし除法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=hLgFpCZSVCE",,"数と計算 3桁÷2桁あまりあり除法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=KU_rxdQ58Hw",,"数と計算 3桁÷2桁あまりなし除法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=9aM0yPxaPyM",,"数と計算 概数 四捨五入",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=DADbbMWf19I",,"数と計算 概数のかけ算",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=rt6zWbWK26w",,"数と計算 小数1位×整数乗法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=w9Qu0FeSmkg",,"数と計算 小数2位＋小数1位加法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=-JSoF-ofDYQ",,"数と計算 小数2位＋小数2位繰り上がり1回加法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=NyxphYyZEOM",,"数と計算 小数2位－小数2位減法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=4ZQiISKipn0",,"数と計算 整数×小数1位乗法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=i9HDetqjpdo",,"図形 台形 定義",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ZZXP6wsIERk",,"図形 直方体 立体図形の特徴",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=jE92kD4llUM",,"図形 直方体と立方体 立方体の展開図と展開方法①",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=fdzmp_6ikNY",,"図形 直方体と立方体 立方体の展開図と展開方法②",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=eXWKxBoTVtM",,"図形 直方体と立方体 立方体の展開図と展開方法③",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=qSPGsYNEkTM",,"図形 直方体と立方体 立方体の展開図と展開方法④",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=UgqqOCCyCyI",,"図形 直方体と立方体 立方体の展開図と展開方法⑤",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Pc7yqaqfLCw",,"図形 直方体と立方体 立方体の展開図と展開方法⑥",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=dXNDGjn23HE",,"図形 直方体と立方体 立方体の展開図と展開方法⑦",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0sddBIuGUZM",,"図形 直方体と立方体 立方体の展開図と展開方法⑧",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=mwH9EbZnNbE",,"図形 直方体と立方体 立方体の展開図と展開方法⑨",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=pvpoT75XIf4",,"図形 直方体と立方体 立方体の展開図と展開方法⑩",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=g39aF-axdHo",,"図形 直方体と立方体 立方体の展開図と展開方法⑪",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=jmk3zWguEaE",,"図形 面積 定義",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=uR5G9xBZVnE",,"図形 面積 練習問題",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Z1S52L5lcAI",,"図形 面積の求め方の工夫①",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=lRuOk2vMqr4",,"図形 面積の求め方の工夫②",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=C5-zjPhUoYw",,"図形 立体の展開図 展開図の種類",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=jLNwpQd_Xww",,"図形 立方体 立体図形の特徴",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学4年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=5ZDfDRaTH6A",,"変化と関係 どのように変わるか調べよう 数と長さの関係",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=nveVKt9c8h8",,"数と計算 公倍数の意味",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=XnLYQDThN6I",,"数と計算 公倍数の求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0PB-i3mh-io",,"数と計算 小数1位×小数1位乗法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=zTMxSPDqioM",,"数と計算 小数1位×小数2位乗法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=1j02a6izDyA",,"数と計算 小数2位×小数1位乗法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=gtLncQ1_shE",,"数と計算 小数2位×小数2位乗法",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=8xdb8_rzOzw",,"数と計算 整数 約数の求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Z9JKoqNdluY",,"数と計算 通分 大きさ比べ",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=f4_BP4_d0cA",,"数と計算 通分 通分の仕方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Vms8RrbznEc",,"数と計算 倍数と公倍数と最小公倍数",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=WvS5mQXJ64w",,"数と計算 倍数の意味",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=_2OIZNy39PM",,"数と計算 倍数の求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=PFRRnucqnRA",,"数と計算 分数のたし算 異分母の計算",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=8x5f7h5QT8o",,"数と計算 分数のひき算 異分母の計算",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=sesEPjutka4",,"数と計算 約分 約分の仕方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=IebMApYI7Uc",,"図形 おうぎ形の孤の長さ",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=GgADQMFNn3A",,"図形 図形 三角形の内角",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=tuSmJSiY4gk",,"図形 台形 面積の求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=VXsm_SlhWT4",,"図形 台形 面積の公式",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Tjs0DkvoArU",,"図形 面積 三角形の面積の求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=5fFcp01XkoU",,"図形 面積の求め方を考えよう 平行四辺形の面積の求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Gs-Me6YVOvE",,"変化と関係 速さ 水道タンクその①",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=LdbxR6hkChg",,"変化と関係 速さ 水道タンクその②",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=wHqyBGolTDg",,"変化と関係 速さ 水道タンクその③",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=KlO5yIrLEFU",,"変化と関係 単位量あたりの大きさ こみぐあいの比べ方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0kvloE2M9Kc",,"変化と関係 平均の考え方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=O0D816TloCQ",,"変化と関係 密度 こみぐあい 小数と小数",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=81SCAxu87JE",,"変化と関係 密度 こみぐあい 整数と小数",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学5年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ISws-B4ebj4",,"変化と関係 密度 こみぐあい 整数と整数",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=d17Wl-zRenY",,"数と計算 逆数 逆数を理解する",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=hxAwDYNSQtU",,"数と計算 分数 分数どうしのかけ算",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=IzA-9R2aKdc",,"数と計算 分数のかけ算 計算の仕方①",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=K5Miv9RRlsA",,"数と計算 分数のかけ算 計算の仕方②",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=NVzmiTUuLTU",,"数と計算 分数のかけ算 式の立て方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=11r8bqZm3xQ",,"数と計算 分数のわり算 概念 シンガポール",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=SIOnhHMgV2s",,"数と計算 分数のわり算 概念 わり算の性質",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=8fP-RbI9jrQ",,"数と計算 分数のわり算 概念 面積図",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ZZi6bDKbwzs",,"数と計算 分数のわり算 計算の仕方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=njcvL98P2HA",,"図形 角柱と円柱の体積 円柱の体積",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=r3lSmHvLPaA",,"図形 角柱と円柱の体積 角柱の体積",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=mDWWPsxOPHU",,"図形 線対称",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0vzelvufU8I",,"図形 対称な図形 三角形",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ngtG6mxVWEw",,"図形 対称な図形 四角形",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=PEFt4V28TM0",,"変化と関係 速さ 速さの求め方",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学6年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=dJ8hn3rn1-8",,"変化と関係 比 比の計算",,,,,,,,,,,"ポルトガル語版",,
"9","京都教育大学の学生製作補助教材","動画","小学1年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=TKeusTjyLzg",,"測定 時計はどれでしょう",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学1年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=-E16K_AllVg",,"測定 時刻と時間 定義",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Bya0wOupaDg&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=157",,"数と計算 1桁＋1桁繰り上がり1回加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=gm84-lY3TrY&index=151&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa",,"数と計算 1桁＋1桁繰り上がりなし加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=GCoBF-ynxm8",,"数と計算 1桁×1桁繰り上がりあり乗法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Dlojd-2xJcU",,"数と計算 1桁×1桁繰り上がりなし乗法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=FUS-cVCR2is",,"数と計算 1桁－1桁繰り下がりなし減法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=kUg82_2tp3Y&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=156",,"数と計算 2桁＋1桁繰り上がり1回加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=sAxtFfeqhr0&index=155&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa",,"数と計算 2桁＋1桁繰り上がり2回加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=w26TWfu6_i8&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=154",,"数と計算 2桁＋1桁繰り上がりなし加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=AVq4sxI4SKs",,"数と計算 2桁－１桁繰り下がり1回減法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0PXozxxT9dQ",,"数と計算 2桁－１桁繰り下がりなし減法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=AOhEusI2UAY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=148",,"数と計算 3桁＋2桁繰り上がり1回加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=rqhBHsgxRYY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=150",,"数と計算 3桁＋2桁繰り上がり2回加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=tvlLclJ2xoU&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=153",,"数と計算 3桁＋2桁繰り上がりなし加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=EReXOCgdGQE&index=152&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa",,"数と計算 3桁＋3桁繰り上がり1回加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=_8-HDeljXlY&index=149&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa",,"数と計算 3桁＋3桁繰り上がりなし加法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=NRYtkkH1aUs",,"数と計算 3桁－2桁繰り下がり1回減法①",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=pMIZv_f3eQE",,"数と計算 3桁－2桁繰り下がり1回減法②",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=NzF4pKiAV6I",,"数と計算 3桁－2桁繰り下がり2回減法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=wBE40NNPY5s",,"数と計算 3桁－2桁繰り下がりなし減法",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=uErNOV5sEDE",,"数と計算 たすのかなひくのかな",,,,,,,,,,,"英語版",,
"9","京都教育大学の学生製作補助教材","動画","小学2年","算数","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=xH6ppDbftuY",,"図形 三角形と四角形を見分けよう",,,,,,,,,,,"英語版",,
