"タイトル","公開日","URL","長さ","ptitle","playlistId"
"勉強するときに注意してほしいこと","2017-12-05T05:53:10.000Z","https://www.youtube.com/watch?v=u9x8r0v6z3A","00:05:42","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"初めての塾イベント【ダイジェスト】","2017-12-13T11:28:59.000Z","https://www.youtube.com/watch?v=AhZNsSJ5Vqo","00:04:16","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"親は味方だと思いますか？","2017-12-17T10:04:49.000Z","https://www.youtube.com/watch?v=oxXxSNRoswY","00:12:37","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"受験生へ","2017-12-28T10:55:14.000Z","https://www.youtube.com/watch?v=kSAl_xhYlgY","00:07:42","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"センター試験を受けるみんなへ","2018-01-10T10:02:56.000Z","https://www.youtube.com/watch?v=lDAcg2ZBTlo","00:08:52","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"「とある男が授業をしてみた」ってどんなチャンネルなの？【チャンネル紹介】","2018-01-15T05:57:45.000Z","https://www.youtube.com/watch?v=oLZA4QtOpIw","00:06:16","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"今後のことについて","2018-01-18T10:50:49.000Z","https://www.youtube.com/watch?v=MWnQGlHGQVo","00:03:56","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"これから本命校の受験をするみんなへ","2018-02-06T07:09:16.000Z","https://www.youtube.com/watch?v=2jdSRTFiD6A","00:10:18","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【お願い】卒業記念動画について(3/11〆切)","2018-02-14T10:17:44.000Z","https://www.youtube.com/watch?v=V7ChpVZuix4","00:05:36","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"人生思い通りいかないこともある","2018-02-21T09:15:32.000Z","https://www.youtube.com/watch?v=ovM7Q0PngGo","00:09:37","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"15年前の後悔","2018-02-26T02:32:50.000Z","https://www.youtube.com/watch?v=sklMOBXRAEU","00:08:58","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"そこまで考えてくれてありがとう","2018-03-01T09:07:13.000Z","https://www.youtube.com/watch?v=U5VGSOlA0QA","00:03:43","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"気付かないうちにはまっているかも。","2018-03-02T09:37:45.000Z","https://www.youtube.com/watch?v=g409ueX_zKA","00:04:24","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"歳取ると涙もろくなる…","2018-03-10T07:46:35.000Z","https://www.youtube.com/watch?v=6JbxAiA1UAA","00:07:56","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"誕生日の朝に勢いで話してみました","2018-03-11T00:28:12.000Z","https://www.youtube.com/watch?v=8p27EUEjfwc","00:07:52","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"YouTuberの不祥事について思うこと","2018-03-15T08:20:26.000Z","https://www.youtube.com/watch?v=WP7EoTuixv0","00:09:13","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"この子の名前を募集します！","2018-03-16T10:29:33.000Z","https://www.youtube.com/watch?v=d6RB6VqXpJ4","00:03:34","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"成績を伸ばすために必要な感覚","2018-03-17T06:42:58.000Z","https://www.youtube.com/watch?v=ufPyAHNnLa8","00:08:59","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"この子の名前を募集します！【2人目】","2018-03-21T04:20:59.000Z","https://www.youtube.com/watch?v=q1sp2CwJSJo","00:03:09","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"断る理由","2018-03-24T06:48:54.000Z","https://www.youtube.com/watch?v=vYJktrq5OIk","00:07:00","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"新学年の初日お疲れ様でした！","2018-04-09T07:22:11.000Z","https://www.youtube.com/watch?v=SFjiEcMX-_k","00:05:47","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"勉強内容を決めるときに大切なこと","2018-04-11T09:13:25.000Z","https://www.youtube.com/watch?v=UXPoQ6omrU0","00:06:38","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"伝えたいこと","2018-04-15T10:18:40.000Z","https://www.youtube.com/watch?v=LAH3kqljJjY","00:17:31","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"人生初の人間ドック","2018-04-19T09:20:32.000Z","https://www.youtube.com/watch?v=9RJ_a_jE3CU","00:06:56","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"サブチャンネルについて","2018-04-21T14:06:22.000Z","https://www.youtube.com/watch?v=la3wcH2Xwt4","00:04:17","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"GW明けにやってくる五月病","2018-04-25T09:25:06.000Z","https://www.youtube.com/watch?v=Y9-iEW1-yjY","00:08:36","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"癖と戦う。","2018-05-05T03:02:22.000Z","https://www.youtube.com/watch?v=PYvCCgVZjsg","00:07:37","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【サービス開始】イケボがささやく中学歴史","2018-05-08T09:51:00.000Z","https://www.youtube.com/watch?v=JGHcyV42iWQ","00:04:33","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"漠然とした不安とどう向き合うか","2018-05-14T07:43:19.000Z","https://www.youtube.com/watch?v=HhuR4V6xzls","00:07:31","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"ぼしぼしお待ちしております【5/20締切】","2018-05-15T09:28:23.000Z","https://www.youtube.com/watch?v=uTMUtsEFeGo","00:05:04","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"友達が熱中症になったら","2018-05-21T07:46:05.000Z","https://www.youtube.com/watch?v=zFQUdBux_4M","00:07:16","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"塾講師って儲かるの？","2018-05-25T08:11:27.000Z","https://www.youtube.com/watch?v=-YLwzyDpveY","00:08:54","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"勉強は沢山やればいいってもんなの？","2018-05-29T10:53:06.000Z","https://www.youtube.com/watch?v=DwmX8Yrgvec","00:08:27","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"６年が経ちました","2018-06-01T05:58:34.000Z","https://www.youtube.com/watch?v=rEFxqIwRIYg","00:15:19","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"6年前の自分にツッコミを入れてみたｗｗｗ","2018-06-01T06:24:49.000Z","https://www.youtube.com/watch?v=yzhkIjDM4PI","00:11:00","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"受験生の６月はみんなが思っている以上に大切です","2018-06-05T10:45:53.000Z","https://www.youtube.com/watch?v=3SngbaaPXrM","00:05:14","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"口癖って地味に大事だと思うのです","2018-06-08T07:37:38.000Z","https://www.youtube.com/watch?v=EUJpJyl1b5o","00:04:29","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"他の教育系YouTuberについて","2018-06-14T10:30:40.000Z","https://www.youtube.com/watch?v=6wa09V5HNjc","00:05:23","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"時間制限勉強法(？)","2018-06-16T10:58:11.000Z","https://www.youtube.com/watch?v=bWTQwHHcfPE","00:04:22","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"頑張るのは大切なことだけど","2018-06-22T09:19:18.000Z","https://www.youtube.com/watch?v=ObOu5euHhqo","00:05:42","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"6月中にこれ決めておこう","2018-06-26T06:24:40.000Z","https://www.youtube.com/watch?v=8W_EOufqNMo","00:04:48","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【告知】進研ゼミさんに声を掛けていただきました","2018-06-28T09:16:53.000Z","https://www.youtube.com/watch?v=VwRgsVqzqVw","00:03:00","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"頑張ろうと思う言葉を教えてください！","2018-06-29T08:40:07.000Z","https://www.youtube.com/watch?v=TYt12hKck6A","00:04:53","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"6/30 上半期お疲れ様でした♪","2018-06-30T07:43:30.000Z","https://www.youtube.com/watch?v=Ka38KHMRWBI","00:04:51","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"夏休み前の助走期間はやはり大事です","2018-07-03T10:03:15.000Z","https://www.youtube.com/watch?v=dkQ2FwQS4EA","00:07:41","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"募金とボランティアについて【平成30年7月豪雨緊急災害支援募金】","2018-07-10T04:25:35.000Z","https://www.youtube.com/watch?v=viKGzqOdjFg","00:11:48","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"簿記を勉強している理由","2018-07-14T11:51:21.000Z","https://www.youtube.com/watch?v=JBQUkbhZ5tQ","00:06:48","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"受験生の今ってチャンスだと思うのです","2018-07-17T08:31:38.000Z","https://www.youtube.com/watch?v=Gl0nJn-Z1zQ","00:07:31","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"8月戦い抜くためにひと山超えようか","2018-08-04T06:23:34.000Z","https://www.youtube.com/watch?v=QaBkUlmwSzs","00:07:21","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"勉強のリズム、大事です。","2018-08-10T08:25:56.000Z","https://www.youtube.com/watch?v=0uMsXA3L9iY","00:05:33","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"最悪を想像する","2018-08-16T07:46:23.000Z","https://www.youtube.com/watch?v=rxnpqyNsL14","00:07:03","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【20分はさすがに長い】クリエイターサミットに行った感想を韓国最終日に話しました","2018-08-25T14:11:52.000Z","https://www.youtube.com/watch?v=gYtNWvJNzG8","00:19:51","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【閲覧注意】「どうせ受からないんでしょ？」に対する返事","2018-08-28T12:02:26.000Z","https://www.youtube.com/watch?v=yMWsn2LF4EI","00:07:23","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【反省？達成？】この夏を振り返ってみましょ","2018-08-31T07:29:04.000Z","https://www.youtube.com/watch?v=BaRxQlpZUXQ","00:07:08","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"ひとりだっていいんじゃないかな","2018-08-31T10:34:13.000Z","https://www.youtube.com/watch?v=AjgS1SCjkFo","00:14:13","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【実は勝負の月】9月のポイント！！","2018-09-03T09:19:59.000Z","https://www.youtube.com/watch?v=CX-9YU9umZs","00:10:14","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【マイブーム休憩術】最近はこうやってメリハリつけてます","2018-09-06T11:42:49.000Z","https://www.youtube.com/watch?v=fcIdQkZC0do","00:09:19","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【夏休み明け】やる気でなくない？","2018-09-10T11:52:46.000Z","https://www.youtube.com/watch?v=X2TZiS9zOo8","00:08:11","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【チェック】あなたはどうかな？","2018-09-15T12:16:26.000Z","https://www.youtube.com/watch?v=6Ee9bDwHGUg","00:07:58","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【E判定】志望校諦めるべきか。","2018-09-18T11:07:05.000Z","https://www.youtube.com/watch?v=aj5ZFfiKKk0","00:05:33","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"あなたの１分をください。","2018-09-20T02:21:42.000Z","https://www.youtube.com/watch?v=_T7_373ke2c","00:05:44","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"問題解けない→解説分からない→イライラ","2018-09-24T11:07:45.000Z","https://www.youtube.com/watch?v=UhZlBk-MlBs","00:07:22","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"やめて下さい。","2018-09-25T09:13:21.000Z","https://www.youtube.com/watch?v=P79LDKqlhuY","00:02:39","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"応用問題が解けなくても凹まない！！","2018-09-28T10:40:29.000Z","https://www.youtube.com/watch?v=p61KkaSWrjk","00:05:19","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"10月のポイント","2018-10-01T06:28:34.000Z","https://www.youtube.com/watch?v=nP6_uqNvqTo","00:04:22","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"動画を使ってくれている方は是非見ておいてください","2018-10-01T07:06:52.000Z","https://www.youtube.com/watch?v=getTdzBnGXE","00:06:09","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【10/6,7,8】この３連休でやってほしいこと","2018-10-05T08:09:39.000Z","https://www.youtube.com/watch?v=NGaCKk46x5s","00:04:13","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"連休明けでテンション下がってるからこそ。","2018-10-09T09:23:09.000Z","https://www.youtube.com/watch?v=gPMX9a1SjPI","00:05:58","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"SNSの悩みやトラブルを聞いていたら、少し話したくなりました","2018-10-12T11:04:36.000Z","https://www.youtube.com/watch?v=xGHrtmnq2x4","00:09:10","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"「合格できないんじゃないか」と不安になっているみんなへ","2018-10-13T10:25:59.000Z","https://www.youtube.com/watch?v=OsQijLq9Gz0","00:08:04","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"内申点が足りないと受験する権利は無いの？","2018-10-16T10:29:30.000Z","https://www.youtube.com/watch?v=dClVacNBCEA","00:05:19","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【告知】11月のイベントについて","2018-10-16T12:16:13.000Z","https://www.youtube.com/watch?v=8uGx3FRMR1g","00:06:55","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【実は大切】勉強効率を上げる小さなポイント","2018-10-18T05:11:49.000Z","https://www.youtube.com/watch?v=4ElHUsyQz7I","00:06:14","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"AM3:00の謝罪","2018-10-21T19:27:02.000Z","https://www.youtube.com/watch?v=fz0D8VE9SNA","00:06:03","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"色々とうまくいかないときに一緒に頑張った指輪","2018-10-26T09:23:44.000Z","https://www.youtube.com/watch?v=aqhIX9COavo","00:10:15","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"イベントはこんな感じでした。","2018-11-11T11:27:51.000Z","https://www.youtube.com/watch?v=3v7lUNKzNeU","00:04:45","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"とある女子高生との約束","2018-11-13T12:51:41.000Z","https://www.youtube.com/watch?v=RqhEGpgm29Y","00:14:59","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【考察】YouTube Premiumと勉強動画について考えてみた","2018-11-16T07:17:03.000Z","https://www.youtube.com/watch?v=cQFGcS1RIu8","00:12:00","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【パパママ】褒めるって難しいですよね","2018-11-19T08:23:04.000Z","https://www.youtube.com/watch?v=pSEXBs7Rerk","00:10:24","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【咳注意】AM4:00に話したくなる","2018-11-19T19:44:09.000Z","https://www.youtube.com/watch?v=dgGxQYHOH6I","00:06:17","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【受験生】12月以降、伸びるために大切なこと","2018-11-24T07:45:16.000Z","https://www.youtube.com/watch?v=xxzJCLsDoMI","00:06:46","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【受験生】12月のポイント","2018-12-01T11:04:51.000Z","https://www.youtube.com/watch?v=h3zjmB1pkvc","00:07:13","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"不合格の原因は睡眠時間を削ったせいだと言う人はなかなかいない","2018-12-08T11:14:06.000Z","https://www.youtube.com/watch?v=dSLMu_88n68","00:05:17","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"立ちながら勉強ってどうなの？","2018-12-10T10:23:33.000Z","https://www.youtube.com/watch?v=-9u3ZJG-xpg","00:05:25","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【受験生】あと数ヶ月を無駄にしないために","2018-12-13T06:31:22.000Z","https://www.youtube.com/watch?v=mwdw54GOl8U","00:12:28","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"『勉強頑張るぞ！』と燃え上がったあなたへ","2018-12-22T02:42:54.000Z","https://www.youtube.com/watch?v=GvV9Uc_-SsA","00:03:05","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"2018年ありがとうございました","2018-12-31T04:10:36.000Z","https://www.youtube.com/watch?v=ADaftP6pVQI","00:12:40","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"2019年の目標","2019-01-01T08:38:26.000Z","https://www.youtube.com/watch?v=UXj8vkBB_ns","00:07:22","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"勝つために諦めた","2019-01-04T06:20:03.000Z","https://www.youtube.com/watch?v=7_bKETyxJUQ","00:07:05","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"この１週間どう過ごしますか？","2019-01-11T10:31:17.000Z","https://www.youtube.com/watch?v=XCU0EMQCPuU","00:11:27","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"受験前日に見てください。","2019-01-18T07:32:20.000Z","https://www.youtube.com/watch?v=C_oT4MlFcfg","00:04:13","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"あと１ヶ月で大切にしてほしいこと","2019-01-21T10:21:41.000Z","https://www.youtube.com/watch?v=U_HqtkzMY5A","00:05:14","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"意味あるの？","2019-01-29T02:34:01.000Z","https://www.youtube.com/watch?v=26L4HzCBDzE","00:06:21","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"気落ちしないようにこの１ヶ月過ごしてきました","2019-02-06T08:36:10.000Z","https://www.youtube.com/watch?v=g0BnarGPIA0","00:07:01","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"いろんな場面で使えるケアレスミスを減らす小技","2019-02-07T04:38:02.000Z","https://www.youtube.com/watch?v=7J_vwHXodok","00:09:15","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"今年度最後の叱咤激励","2019-02-13T05:57:16.000Z","https://www.youtube.com/watch?v=rdg9JD5rcbQ","00:04:56","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"受験終ったら何すればいい？","2019-02-14T01:50:06Z","https://www.youtube.com/watch?v=feuxDPPSwaY","00:05:42","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"お願いがあります。","2019-02-15T09:06:44Z","https://www.youtube.com/watch?v=6DUcWZXO5DA","00:05:14","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"緊張とどう付き合うか。","2019-02-22T05:55:10Z","https://www.youtube.com/watch?v=MCCamROR93g","00:05:11","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"国立二次(前期)うまくいかなかった人へ","2019-02-25T07:42:02Z","https://www.youtube.com/watch?v=O4UvOUl3UbM","00:07:22","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"ただただ緊張しました。","2019-03-08T06:51:28Z","https://www.youtube.com/watch?v=i2AMLUyLlOo","00:05:48","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"志望校落ちたら人生終わり？","2019-03-12T07:38:46Z","https://www.youtube.com/watch?v=t--DHrnObeI","00:05:57","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"3年A組の感想を見て","2019-03-16T11:06:57Z","https://www.youtube.com/watch?v=pBefzV6WrQQ","00:05:54","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"春休み中に見つけておこう。","2019-03-27T07:46:54Z","https://www.youtube.com/watch?v=BhhUwplIZXM","00:07:41","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"簡単な自己紹介＋α","2019-04-01T09:47:45Z","https://www.youtube.com/watch?v=3we32kGrwkU","00:05:21","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"やってもやっても出来てるような気がしない【プチ相談】","2019-04-02T09:58:22Z","https://www.youtube.com/watch?v=fliSuIg0mc8","00:04:32","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"去年の自分より成績を上げたいですか？","2019-04-06T10:33:12Z","https://www.youtube.com/watch?v=oU8wb-I16_c","00:04:39","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【NHKの反響】保護者の方からの質問に答えます。","2019-04-09T06:51:57Z","https://www.youtube.com/watch?v=hCPcExaN8Rc","00:06:44","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"新学年になっても何も変わらなかった学校","2019-04-09T11:55:43Z","https://www.youtube.com/watch?v=8G5TSO_piK0","00:07:24","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【チェック】その勉強法は自分に合ってる？","2019-04-13T09:07:31Z","https://www.youtube.com/watch?v=a4wvh4Z4t4M","00:06:56","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"俺のこと好きじゃないの？","2019-04-19T09:32:25Z","https://www.youtube.com/watch?v=MI7zJNv_eJY","00:05:52","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"あいつらはすぐにいなくなる。","2019-04-26T11:12:51Z","https://www.youtube.com/watch?v=xsUmcnkzlrw","00:04:24","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"GW明けにコケると１年厳しい事態になる","2019-05-03T05:10:59Z","https://www.youtube.com/watch?v=FQ-A3Q50x6M","00:05:35","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"だらだら勉強してしまう。","2019-05-05T09:15:37Z","https://www.youtube.com/watch?v=rZoBJudYOtA","00:04:18","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"政府の方に会ってきました。","2019-05-17T11:32:42Z","https://www.youtube.com/watch?v=WLWgx2He_RE","00:15:30","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"受験勉強って最初は何をしたらいいのか分からないですよね。","2019-05-18T03:37:05Z","https://www.youtube.com/watch?v=TWO1JTSdtXQ","00:05:32","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"YouTube見過ぎちゃう問題を考える。","2019-05-21T10:14:58Z","https://www.youtube.com/watch?v=im95jRxpGHM","00:05:54","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"【なぜする？】テストのやり直し","2019-05-27T07:37:33Z","https://www.youtube.com/watch?v=ZE60jbIAjBs","00:06:31","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
"勉強の話？ボウリングの話？","2019-05-30T09:05:42Z","https://www.youtube.com/watch?v=W0pqOdnMpls","00:09:39","顔出しでいろいろ話したやつ","PLKRhhk0lEyzMObYT8WSzYQsgXDHDetCCe"
